lang,subject,color,admiration,amusement,anger,compassion,contempt,contentment,disappointment,disgust,fear,guilt,hate,interest,joy,love,pleasure,pride,regret,relief,sadness,shame
de,555995e01d05e,purple,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0
de,555995e01d05e,red,0,4,4,0,4,5,0,0,0,0,0,0,5,5,5,4,0,0,0,0
de,555995e01d05e,turquoise,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
de,555995e01d05e,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,555995e01d05e,yellow,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0
de,5559b31bdd164,black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
de,5559b31bdd164,blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
de,5559b31bdd164,brown,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
de,5559b31bdd164,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
de,5559b31bdd164,grey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
de,5559b31bdd164,orange,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
de,5559b31bdd164,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
de,5559b31bdd164,purple,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
de,5559b31bdd164,red,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
de,5559b31bdd164,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5559b31bdd164,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5559b31bdd164,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5559e87e6b55c,black,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0
de,5559e87e6b55c,blue,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5559e87e6b55c,brown,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2
de,5559e87e6b55c,green,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
de,5559e87e6b55c,grey,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
de,5559e87e6b55c,orange,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0,0
de,5559e87e6b55c,pink,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,0,0
de,5559e87e6b55c,purple,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
de,5559e87e6b55c,red,3,0,4,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,1
de,5559e87e6b55c,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5559e87e6b55c,white,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,0,0
de,5559e87e6b55c,yellow,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,2,0,0
de,555b41bd49426,black,0,0,0,0,0,0,4,3,4,0,2,0,0,0,0,0,4,0,5,0
de,555b41bd49426,blue,2,0,0,0,0,2,0,0,0,0,0,2,3,0,2,0,0,0,0,0
de,555b41bd49426,brown,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,1,0
de,555b41bd49426,green,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,4,0,0,0,0
de,555b41bd49426,grey,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0
de,555b41bd49426,orange,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0
de,555b41bd49426,pink,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0
de,555b41bd49426,purple,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
de,555b41bd49426,red,0,0,3,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,0
de,555b41bd49426,turquoise,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0
de,555b41bd49426,white,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0
de,555b41bd49426,yellow,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0
de,555c66d133f26,black,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,4,0
de,555c66d133f26,blue,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,555c66d133f26,brown,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
de,555c66d133f26,green,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
de,555c66d133f26,grey,0,0,0,0,4,0,0,2,4,3,4,0,0,0,0,0,3,0,3,0
de,555c66d133f26,orange,0,0,0,4,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0
de,555c66d133f26,pink,0,0,0,4,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0
de,555c66d133f26,purple,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0
de,555c66d133f26,red,0,3,4,0,2,0,0,0,0,3,2,3,0,5,0,3,0,0,0,0
de,555c66d133f26,turquoise,5,0,0,0,0,5,0,0,0,0,0,4,4,0,4,0,0,4,0,0
de,555c66d133f26,white,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
de,555c66d133f26,yellow,3,0,0,4,0,0,0,0,0,0,0,4,5,0,4,0,0,4,0,0
de,555e318c13e24,black,0,0,5,0,5,0,0,0,0,5,5,0,0,0,0,0,5,0,5,5
de,555e318c13e24,blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
de,555e318c13e24,brown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
de,555e318c13e24,green,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0
de,555e318c13e24,grey,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,4
de,555e318c13e24,orange,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,4,0,0,0,0
de,555e318c13e24,pink,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
de,555e318c13e24,purple,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
de,555e318c13e24,red,4,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0
de,555e318c13e24,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
de,555e318c13e24,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4
de,555e318c13e24,yellow,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0
de,555efb3b40bae,black,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0
de,555efb3b40bae,blue,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
de,555efb3b40bae,brown,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
de,555efb3b40bae,green,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
de,555efb3b40bae,grey,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
de,555efb3b40bae,orange,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
de,555efb3b40bae,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
de,555efb3b40bae,purple,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
de,555efb3b40bae,red,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0
de,555efb3b40bae,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
de,555efb3b40bae,white,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
de,555efb3b40bae,yellow,0,4,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
de,555f8bcde06c7,black,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0
de,555f8bcde06c7,blue,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
de,555f8bcde06c7,brown,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
de,555f8bcde06c7,green,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,555f8bcde06c7,grey,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
de,555f8bcde06c7,orange,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
de,555f8bcde06c7,pink,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,555f8bcde06c7,purple,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0
de,555f8bcde06c7,red,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
de,555f8bcde06c7,turquoise,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,555f8bcde06c7,white,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3
de,555f8bcde06c7,yellow,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
de,5562c66f446a4,blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,brown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,green,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,pink,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,purple,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
de,5562c66f446a4,red,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0
de,5562c66f446a4,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0
de,5562c66f446a4,white,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,5562c66f446a4,yellow,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
de,55631f091d66e,black,3,1,1,1,1,4,1,1,1,2,1,5,3,1,3,4,1,3,4,1
de,55631f091d66e,blue,3,3,1,2,1,5,1,1,1,2,1,4,4,3,4,4,2,4,2,1
de,55631f091d66e,brown,1,3,1,3,1,4,1,1,1,1,1,3,4,1,4,3,1,4,1,1
de,55631f091d66e,green,2,4,1,5,1,5,1,1,1,1,1,4,5,5,5,3,1,5,3,1
de,55631f091d66e,grey,3,1,1,1,4,4,4,1,3,4,2,0,2,1,2,2,4,3,4,1
de,55631f091d66e,orange,2,4,5,4,5,2,1,5,5,4,5,4,3,1,4,2,1,1,5,1
de,55631f091d66e,pink,1,4,2,1,4,1,1,4,1,1,2,1,1,3,1,1,1,1,1,1
de,55631f091d66e,purple,1,3,1,1,1,3,1,1,1,1,1,4,3,2,3,3,1,1,1,1
de,55631f091d66e,red,1,4,4,1,1,2,1,1,1,1,3,5,4,4,4,0,1,1,1,1
de,55631f091d66e,turquoise,1,1,1,1,3,1,0,3,1,1,2,1,1,1,1,1,1,1,1,1
de,55631f091d66e,white,1,1,1,3,1,3,1,1,1,2,1,1,3,3,3,1,1,3,3,1
de,55631f091d66e,yellow,2,4,3,2,4,2,3,3,1,2,3,4,4,2,4,4,2,2,2,2
de,55638804756d1,black,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0
de,55638804756d1,blue,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,55638804756d1,brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,55638804756d1,green,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,55638804756d1,grey,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
de,55638804756d1,orange,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
de,55638804756d1,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
de,55638804756d1,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
de,55638804756d1,red,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
de,55638804756d1,turquoise,4,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
de,55638804756d1,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
de,55638804756d1,yellow,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
de,556441d9e7488,black,0,0,0,0,3,0,4,0,0,4,4,0,0,0,0,0,0,0,5,0
de,556441d9e7488,blue,0,0,0,3,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0
de,556441d9e7488,brown,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
de,556441d9e7488,green,0,0,0,4,0,4,0,0,0,0,0,4,0,3,0,0,0,3,0,0
de,556441d9e7488,grey,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,0
de,556441d9e7488,orange,4,0,0,0,0,3,0,0,0,0,0,4,0,0,4,4,0,0,0,0
de,556441d9e7488,pink,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0
de,556441d9e7488,purple,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
de,556441d9e7488,red,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
de,556441d9e7488,turquoise,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
de,556441d9e7488,white,4,0,0,4,0,3,0,0,0,0,0,0,2,0,0,4,0,5,0,0
de,556441d9e7488,yellow,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0
de,556615f276ec5,black,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
de,556615f276ec5,blue,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0
de,556615f276ec5,brown,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2
de,556615f276ec5,green,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
de,556615f276ec5,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556615f276ec5,orange,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
de,556615f276ec5,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
de,556615f276ec5,purple,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556615f276ec5,red,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
de,556615f276ec5,turquoise,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
de,556615f276ec5,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
de,556615f276ec5,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556648a5057c0,black,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,4,0,5,3
de,556648a5057c0,blue,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0
de,556648a5057c0,brown,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
de,556648a5057c0,green,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
de,556648a5057c0,grey,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
de,556648a5057c0,orange,0,0,1,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0
de,556648a5057c0,pink,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
de,556648a5057c0,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
de,556648a5057c0,red,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
de,556648a5057c0,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
de,556648a5057c0,white,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
de,556648a5057c0,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
de,556ad24ba8478,black,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0
de,556ad24ba8478,blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556ad24ba8478,brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556ad24ba8478,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556ad24ba8478,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556ad24ba8478,orange,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0
de,556ad24ba8478,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556ad24ba8478,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556ad24ba8478,red,0,0,5,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0
de,556ad24ba8478,turquoise,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,556ad24ba8478,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
de,556ad24ba8478,yellow,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0
de,556c0915e2d39,black,0,0,5,0,5,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0
de,556c0915e2d39,blue,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
de,556c0915e2d39,brown,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0
de,556c0915e2d39,green,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
de,556c0915e2d39,grey,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
de,556c0915e2d39,orange,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0
de,556c0915e2d39,pink,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
de,556c0915e2d39,purple,0,0,0,0,4,0,0,4,0,5,0,0,0,0,5,0,4,0,0,0
de,556c0915e2d39,red,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0
de,556c0915e2d39,turquoise,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
de,556c0915e2d39,white,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
de,556c0915e2d39,yellow,4,0,0,5,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
de,557ed2d432134,black,5,2,2,1,3,5,3,2,5,2,2,5,5,1,5,5,1,4,5,1
de,557ed2d432134,blue,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,3,1,1
de,557ed2d432134,brown,1,2,4,1,4,1,1,4,1,2,5,3,1,1,1,2,1,1,3,1
de,557ed2d432134,green,2,2,1,3,1,2,1,1,1,1,2,3,2,1,2,2,1,4,1,1
de,557ed2d432134,grey,1,1,5,1,3,1,3,4,5,2,5,1,1,1,1,1,2,1,5,1
de,557ed2d432134,orange,4,4,3,4,1,5,1,1,1,1,3,4,4,4,4,4,1,4,1,1
de,557ed2d432134,pink,5,4,2,3,3,5,1,4,2,1,2,4,4,3,4,4,1,4,1,4
de,557ed2d432134,purple,4,5,2,4,1,5,1,1,1,1,1,5,4,4,4,5,1,5,1,1
de,557ed2d432134,red,4,2,5,3,1,3,1,1,1,1,3,3,3,5,3,3,1,3,1,1
de,557ed2d432134,turquoise,3,4,1,3,1,4,1,1,1,1,1,3,3,3,3,3,1,3,1,1
de,557ed2d432134,white,2,3,1,3,2,4,1,2,1,1,2,3,4,2,3,4,1,3,1,1
de,557ed2d432134,yellow,2,2,1,3,1,2,1,1,1,3,1,3,2,1,2,2,2,3,1,1
de,557ed9e6c07ea,black,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,5,0,5,0
de,557ed9e6c07ea,blue,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
de,557ed9e6c07ea,brown,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
de,557ed9e6c07ea,green,0,0,0,0,4,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0
de,557ed9e6c07ea,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,557ed9e6c07ea,orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
de,557ed9e6c07ea,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
de,557ed9e6c07ea,purple,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,557ed9e6c07ea,red,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
de,557ed9e6c07ea,turquoise,0,5,0,0,0,5,0,0,0,0,0,5,5,0,5,0,0,5,0,0
de,557ed9e6c07ea,white,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
de,557ed9e6c07ea,yellow,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
de,557ef63f76825,black,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,3,0,5,0
de,557ef63f76825,blue,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
de,557ef63f76825,brown,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
de,557ef63f76825,green,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0
de,557ef63f76825,grey,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0,0,0,0,3
de,557ef63f76825,orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,557ef63f76825,pink,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0
de,557ef63f76825,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,557ef63f76825,red,0,0,5,0,1,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0
de,557ef63f76825,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,557ef63f76825,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,557ef63f76825,yellow,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
de,557eff0437a02,black,0,0,0,2,0,0,2,0,4,3,0,0,0,0,0,3,3,0,4,1
de,557eff0437a02,blue,0,2,0,2,0,2,0,0,0,0,0,5,2,0,2,0,0,2,0,0
de,557eff0437a02,brown,0,0,0,4,0,4,0,0,0,0,0,0,3,3,3,2,3,0,0,1
de,557eff0437a02,green,0,3,0,4,0,5,0,1,0,0,0,5,3,4,4,0,0,4,0,0
de,557eff0437a02,grey,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,4,0,0,4,1
de,557eff0437a02,orange,0,3,0,0,0,3,0,0,0,0,0,3,4,0,5,0,0,0,0,0
de,557eff0437a02,pink,0,0,0,0,0,3,0,0,0,0,0,4,2,4,2,0,0,3,0,0
de,557eff0437a02,purple,0,3,0,0,0,1,0,3,2,0,0,0,2,1,2,4,0,0,1,0
de,557eff0437a02,red,4,0,0,0,3,2,0,0,2,3,2,4,3,4,4,3,2,0,0,1
de,557eff0437a02,turquoise,0,3,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,2,0,0
de,557eff0437a02,white,4,0,0,4,0,4,0,0,2,0,0,0,3,3,0,4,0,4,2,0
de,557eff0437a02,yellow,2,3,0,0,0,4,0,1,0,0,0,4,5,2,5,1,0,0,0,0
de,557f13be125ce,black,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5
de,557f13be125ce,blue,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2,0,0,4,3,0
de,557f13be125ce,brown,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,2,0,0
de,557f13be125ce,green,5,0,0,5,0,1,0,0,0,0,0,5,0,0,0,4,0,1,0,2
de,557f13be125ce,grey,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0
de,557f13be125ce,orange,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
de,557f13be125ce,pink,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
de,557f13be125ce,purple,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
de,557f13be125ce,red,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
de,557f13be125ce,turquoise,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
de,557f13be125ce,white,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,3,0
de,557f13be125ce,yellow,0,0,0,0,0,2,0,0,0,0,0,5,4,2,5,0,0,0,0,0
de,557f33c5811e2,black,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0
de,557f33c5811e2,blue,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0
de,557f33c5811e2,brown,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0
de,557f33c5811e2,green,2,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,4,2,0
de,557f33c5811e2,grey,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,5,0
de,557f33c5811e2,orange,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
de,557f33c5811e2,pink,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0
de,557f33c5811e2,purple,3,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0
de,557f33c5811e2,red,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3
de,557f33c5811e2,turquoise,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0
de,557f33c5811e2,white,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0
de,557f33c5811e2,yellow,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0
de,557f4bf1d375c,black,1,1,2,3,4,1,5,3,4,4,3,1,1,1,1,2,3,1,5,3
de,557f4bf1d375c,blue,3,2,0,1,1,2,0,0,0,0,0,4,2,0,0,4,1,3,0,0
de,557f4bf1d375c,brown,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
